[23Apr2025 14:41:22.894] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--gameDir, ., --launchTarget, fmlserver, --fml.forgeVersion, 36.2.42, --fml.mcpVersion, 20210115.111550, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, nogui]
[23Apr2025 14:41:22.897] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 11.0.26 by Ubuntu
[23Apr2025 14:41:23.148] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[23Apr2025 14:41:23.221] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.4 Source=file:/workspaces/serio/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.4/mixin-0.8.4.jar Service=ModLauncher Env=SERVER
[23Apr2025 14:41:23.260] [main/WARN] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Configuration file /workspaces/serio/servidor_minecraft/config/fml.toml is not correct. Correcting
[23Apr2025 14:41:23.265] [main/WARN] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Incorrect key [defaultConfigPath] was corrected from null to defaultconfigs
[23Apr2025 14:41:23.268] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: com.electronwill.nightconfig.core.io.ParsingException: Invalid TOML data: entry "[maxThreads]" defined twice in its table.
[23Apr2025 14:41:23.268] [main/WARN] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Incorrect key [maxThreads] was corrected from null to -1
[23Apr2025 14:41:23.269] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.toml.TableParser.checkDuplicateKey(TableParser.java:88)
[23Apr2025 14:41:23.269] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.toml.TableParser.parseNormal(TableParser.java:59)
[23Apr2025 14:41:23.270] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.toml.TomlParser.parse(TomlParser.java:44)
[23Apr2025 14:41:23.270] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.toml.TomlParser.parse(TomlParser.java:37)
[23Apr2025 14:41:23.271] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.core.io.ConfigParser.parse(ConfigParser.java:113)
[23Apr2025 14:41:23.271] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.core.io.ConfigParser.parse(ConfigParser.java:219)
[23Apr2025 14:41:23.271] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.core.io.ConfigParser.parse(ConfigParser.java:202)
[23Apr2025 14:41:23.272] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.core.file.WriteSyncFileConfig.load(WriteSyncFileConfig.java:73)
[23Apr2025 14:41:23.272] [Thread-0/INFO] [STDERR/]: [com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread:run:183]: 	at com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread.run(FileWatcher.java:181)
[23Apr2025 14:41:23.740] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 14:41:23.830] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 14:41:23.837] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 14:41:23.842] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 14:41:23.848] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[23Apr2025 14:41:24.999] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'fmlserver' with arguments [--gameDir, ., nogui]
[23Apr2025 14:41:31.242] [modloading-worker-2/INFO] [Dungeon Crawl/]: Here we go! Launching Dungeon Crawl 2.3.12...
[23Apr2025 14:41:31.390] [modloading-worker-3/INFO] [me.treyruffy.betterf3.BetterF3Forge/]: [BetterF3] Starting...
[23Apr2025 14:41:31.390] [modloading-worker-3/WARN] [me.treyruffy.betterf3.BetterF3Forge/]: [BetterF3] Not supported on dedicated server!
[23Apr2025 14:41:31.424] [modloading-worker-2/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 36.2.42, for MC 1.16.5 with MCP 20210115.111550
[23Apr2025 14:41:31.440] [modloading-worker-2/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v36.2.42 Initialized
[23Apr2025 14:41:31.563] [modloading-worker-3/INFO] [expandability/]: ExpandAbility here, who dis?
[23Apr2025 14:41:35.927] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoSmeltingUpgrade.fuelFilterSlotsInRow was corrected from null to its default, 4. 
[23Apr2025 14:41:35.928] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoSmokingUpgrade was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.928] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoSmokingUpgrade.smeltingSpeedMultiplier was corrected from null to its default, 1.0. 
[23Apr2025 14:41:35.929] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoSmokingUpgrade.fuelEfficiencyMultiplier was corrected from null to its default, 1.0. 
[23Apr2025 14:41:35.929] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoSmokingUpgrade.inputFilterSlots was corrected from null to its default, 8. 
[23Apr2025 14:41:35.929] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoSmokingUpgrade.inputFilterSlotsInRow was corrected from null to its default, 4. 
[23Apr2025 14:41:35.930] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoSmokingUpgrade.fuelFilterSlots was corrected from null to its default, 4. 
[23Apr2025 14:41:35.930] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoSmokingUpgrade.fuelFilterSlotsInRow was corrected from null to its default, 4. 
[23Apr2025 14:41:35.930] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoBlastingUpgrade was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.931] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoBlastingUpgrade.smeltingSpeedMultiplier was corrected from null to its default, 1.0. 
[23Apr2025 14:41:35.931] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoBlastingUpgrade.fuelEfficiencyMultiplier was corrected from null to its default, 1.0. 
[23Apr2025 14:41:35.931] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoBlastingUpgrade.inputFilterSlots was corrected from null to its default, 8. 
[23Apr2025 14:41:35.932] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoBlastingUpgrade.inputFilterSlotsInRow was corrected from null to its default, 4. 
[23Apr2025 14:41:35.932] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoBlastingUpgrade.fuelFilterSlots was corrected from null to its default, 4. 
[23Apr2025 14:41:35.932] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.autoBlastingUpgrade.fuelFilterSlotsInRow was corrected from null to its default, 4. 
[23Apr2025 14:41:35.933] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.inceptionUpgrade was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.933] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.inceptionUpgrade.upgradesUseInventoriesOfBackpacksInBackpack was corrected from null to its default, true. 
[23Apr2025 14:41:35.933] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.inceptionUpgrade.upgradesInContainedBackpacksAreFunctional was corrected from null to its default, true. 
[23Apr2025 14:41:35.934] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.toolSwapperUpgrade was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.934] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.toolSwapperUpgrade.slotsInRow was corrected from null to its default, 4. 
[23Apr2025 14:41:35.935] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.tankUpgrade was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.935] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.tankUpgrade.capacityPerSlotRow was corrected from null to its default, 4000. 
[23Apr2025 14:41:35.935] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.tankUpgrade.stackMultiplierRatio was corrected from null to its default, 1.0. 
[23Apr2025 14:41:35.936] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.tankUpgrade.autoFillDrainContainerCooldown was corrected from null to its default, 20. 
[23Apr2025 14:41:35.936] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.tankUpgrade.maxInputOutput was corrected from null to its default, 20. 
[23Apr2025 14:41:35.936] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.tankUpgrade.energyPerSlotRow was corrected from null to its default, 10000. 
[23Apr2025 14:41:35.937] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.pumpUpgrade was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.937] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.pumpUpgrade.filterSlots was corrected from null to its default, 4. 
[23Apr2025 14:41:35.937] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.pumpUpgrade.maxInputOutput was corrected from null to its default, 20. 
[23Apr2025 14:41:35.937] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.pumpUpgrade.stackMultiplierRatio was corrected from null to its default, 1.0. 
[23Apr2025 14:41:35.938] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.xpPumpUpgrade was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.938] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.xpPumpUpgrade.mendingOn was corrected from null to its default, true. 
[23Apr2025 14:41:35.938] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.xpPumpUpgrade.maxXpPointsPerMending was corrected from null to its default, 5. 
[23Apr2025 14:41:35.939] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.939] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.chance was corrected from null to its default, 0.01. 
[23Apr2025 14:41:35.939] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.addLoot was corrected from null to its default, true. 
[23Apr2025 14:41:35.940] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.buffWithPotionEffects was corrected from null to its default, true. 
[23Apr2025 14:41:35.940] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.buffHealth was corrected from null to its default, true. 
[23Apr2025 14:41:35.943] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.equipWithArmor was corrected from null to its default, true. 
[23Apr2025 14:41:35.944] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.entityLootTableList was corrected from null to its default, [minecraft:creeper|minecraft:chests/desert_pyramid, minecraft:drowned|minecraft:chests/shipwreck_treasure, minecraft:enderman|minecraft:chests/end_city_treasure, minecraft:evoker|minecraft:chests/woodland_mansion, minecraft:husk|minecraft:chests/desert_pyramid, minecraft:piglin|minecraft:chests/bastion_bridge, minecraft:piglin_brute|minecraft:chests/bastion_treasure, minecraft:pillager|minecraft:chests/pillager_outpost, minecraft:skeleton|minecraft:chests/simple_dungeon, minecraft:stray|minecraft:chests/igloo_chest, minecraft:vex|minecraft:chests/woodland_mansion, minecraft:vindicator|minecraft:chests/woodland_mansion, minecraft:witch|minecraft:chests/buried_treasure, minecraft:wither_skeleton|minecraft:chests/nether_bridge, minecraft:zombie|minecraft:chests/simple_dungeon, minecraft:zombie_villager|minecraft:chests/village/village_armorer, minecraft:zombified_piglin|minecraft:chests/bastion_other]. 
[23Apr2025 14:41:35.944] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.discBlockList was corrected from null to its default, [botania:record_gaia_1, botania:record_gaia_2]. 
[23Apr2025 14:41:35.946] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.playJukebox was corrected from null to its default, true. 
[23Apr2025 14:41:35.947] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.backpackDropChance was corrected from null to its default, 0.085. 
[23Apr2025 14:41:35.947] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.entityBackpackAdditions.lootingChanceIncreasePerLevel was corrected from null to its default, 0.01. 
[23Apr2025 14:41:35.947] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.nerfs was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:35.948] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.nerfs.tooManyBackpacksSlowness was corrected from null to its default, false. 
[23Apr2025 14:41:35.948] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.nerfs.maxNumberOfBackpacks was corrected from null to its default, 3. 
[23Apr2025 14:41:35.949] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.nerfs.slownessLevelsPerAdditionalBackpack was corrected from null to its default, 1.0. 
[23Apr2025 14:41:35.949] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.chestLootEnabled was corrected from null to its default, true. 
[23Apr2025 14:41:35.950] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.itemFluidHandlerEnabled was corrected from null to its default, true. 
[23Apr2025 14:41:36.000] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/serio/servidor_minecraft/config/goblintraders-common.toml is not correct. Correcting
[23Apr2025 14:41:36.000] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.000] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.goblin_trader was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.000] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.goblin_trader.traderSpawnChance was corrected from null to its default, 25. 
[23Apr2025 14:41:36.001] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.goblin_trader.traderSpawnDelay was corrected from null to its default, 24000. 
[23Apr2025 14:41:36.007] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.goblin_trader.traderMinSpawnLevel was corrected from null to its default, 0. 
[23Apr2025 14:41:36.007] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.goblin_trader.traderMaxSpawnLevel was corrected from null to its default, 63. 
[23Apr2025 14:41:36.007] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.goblin_trader.restockDelay was corrected from null to its default, 48000. 
[23Apr2025 14:41:36.008] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.goblin_trader.canAttackBack was corrected from null to its default, true. 
[23Apr2025 14:41:36.008] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.goblin_trader.gruntNoiseInterval was corrected from null to its default, 80. 
[23Apr2025 14:41:36.008] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.vein_goblin_trader was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.009] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.vein_goblin_trader.traderSpawnChance was corrected from null to its default, 25. 
[23Apr2025 14:41:36.009] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.vein_goblin_trader.traderSpawnDelay was corrected from null to its default, 24000. 
[23Apr2025 14:41:36.009] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.vein_goblin_trader.traderMinSpawnLevel was corrected from null to its default, 0. 
[23Apr2025 14:41:36.009] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.vein_goblin_trader.traderMaxSpawnLevel was corrected from null to its default, 128. 
[23Apr2025 14:41:36.011] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.vein_goblin_trader.restockDelay was corrected from null to its default, 48000. 
[23Apr2025 14:41:36.012] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.vein_goblin_trader.canAttackBack was corrected from null to its default, true. 
[23Apr2025 14:41:36.013] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.vein_goblin_trader.gruntNoiseInterval was corrected from null to its default, 80. 
[23Apr2025 14:41:36.015] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key common.preventDespawnIfNamed was corrected from null to its default, true. 
[23Apr2025 14:41:36.022] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/serio/servidor_minecraft/config/dynamictrees-common.toml is not correct. Correcting
[23Apr2025 14:41:36.022] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.022] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.replaceVanillaSapling was corrected from null to its default, false. 
[23Apr2025 14:41:36.023] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.replaceNyliumFungi was corrected from null to its default, true. 
[23Apr2025 14:41:36.023] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.cancelVanillaVillageTrees was corrected from null to its default, true. 
[23Apr2025 14:41:36.031] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key misc was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.033] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key misc.generateDirtBucketRecipes was corrected from null to its default, true. 
[23Apr2025 14:41:36.035] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key world was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.035] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key world.worldGen was corrected from null to its default, true. 
[23Apr2025 14:41:36.037] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key world.dimensionsBlacklist was corrected from null to its default, []. 
[23Apr2025 14:41:36.041] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key integration was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.044] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key integration.preferredSeasonMod was corrected from null to its default, *. 
[23Apr2025 14:41:36.044] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key integration.enableSeasonalSeedDropFactor was corrected from null to its default, true. 
[23Apr2025 14:41:36.044] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key integration.enableSeasonalGrowthFactor was corrected from null to its default, true. 
[23Apr2025 14:41:36.045] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key integration.enableSeasonalFruitProductionFactor was corrected from null to its default, true. 
[23Apr2025 14:41:36.073] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/serio/servidor_minecraft/config/forge-common.toml is not correct. Correcting
[23Apr2025 14:41:36.074] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.075] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.defaultWorldType was corrected from null to its default, default. 
[23Apr2025 14:41:36.082] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/serio/servidor_minecraft/config/reviveme-common.toml is not correct. Correcting
[23Apr2025 14:41:36.082] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.085] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Self-Revive Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.085] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Self-Revive Settings.Self_Revive_Multiplayer was corrected from null to its default, true. 
[23Apr2025 14:41:36.085] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Self-Revive Settings.Revive Chance was corrected from null to its default, 0.5. 
[23Apr2025 14:41:36.085] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Self-Revive Settings.Sacrificial item percentage was corrected from null to its default, 0.5. 
[23Apr2025 14:41:36.085] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Timer Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.085] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Timer Settings.Time Left was corrected from null to its default, 30. 
[23Apr2025 14:41:36.086] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Timer Settings.Time_Reduction_Penalty was corrected from null to its default, 0.2. 
[23Apr2025 14:41:36.086] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Timer Settings.Revive_Penalty_Timer was corrected from null to its default, 45.0. 
[23Apr2025 14:41:36.086] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Timer Settings.PVP_Timer was corrected from null to its default, 10. 
[23Apr2025 14:41:36.086] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Movement Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.087] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Movement Settings.Fallen_Pose was corrected from null to its default, CROUCH. 
[23Apr2025 14:41:36.087] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Movement Settings.Can_Jump was corrected from null to its default, YES. 
[23Apr2025 14:41:36.087] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Movement Settings.Can_Move was corrected from null to its default, true. 
[23Apr2025 14:41:36.088] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.089] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings.Can_Give_Up was corrected from null to its default, true. 
[23Apr2025 14:41:36.089] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings.Interact_With_Inventory was corrected from null to its default, LOOK_ONLY. 
[23Apr2025 14:41:36.090] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings.Fallen_Xp_Penalty was corrected from null to its default, 0.0. 
[23Apr2025 14:41:36.091] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings.Revert_Effects_On_Revive was corrected from null to its default, false. 
[23Apr2025 14:41:36.091] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings.Downed_Effects was corrected from null to its default, [minecraft:slowness:3]. 
[23Apr2025 14:41:36.092] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings.Blocked_Commands was corrected from null to its default, []. 
[23Apr2025 14:41:36.093] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings.Revive_Help_Call_Cooldown was corrected from null to its default, 0.75. 
[23Apr2025 14:41:36.093] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Fallen Player Settings.Other Settings.Revive_Help_Duration was corrected from null to its default, 8.0. 
[23Apr2025 14:41:36.098] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Revive Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.098] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Revive Settings.Revivee Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[23Apr2025 14:41:36.098] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Revive Settings.Revivee Settings.Revive Health was corrected from null to its default, 10.0. 
